Year,State,District,Crop,Area_ha,Irrigation_Days,Pump_Type,Water_L_per_ha_day,Efficiency,Total_Water_Used_L,Carbon_Emissions_kg,Solar_Used
2023,Haryana,Rohtak,Cotton,36,66,Solar,7000,0.6,9979200.0,0.0,1
2019,Punjab,Jalandhar,Maize,25,88,Diesel,4000,1.0,8800000.0,23584.0,0
2023,Haryana,Rohtak,Mustard,12,110,Diesel,4500,1.0,5940000.0,15919.2,0
2017,Haryana,Gurgaon,Sugarcane,8,124,Diesel,18000,1.0,17856000.0,47854.08,0
2017,Punjab,Amritsar,Maize,20,63,Electric,4000,0.8,4032000.0,6048.0,0
2022,Punjab,Ludhiana,Maize,12,126,Diesel,4000,1.0,6048000.0,16208.640000000001,0
2021,Haryana,Gurgaon,Paddy,36,142,Diesel,15000,1.0,76680000.0,205502.40000000002,0
2019,Haryana,Rohtak,Cotton,17,88,Diesel,7000,1.0,10472000.0,28064.960000000003,0
2017,Punjab,Patiala,Paddy,9,160,Diesel,15000,1.0,21600000.0,57888.0,0
2018,Punjab,Bathinda,Maize,47,176,Electric,4000,0.8,26470400.0,39705.600000000006,0
2021,Punjab,Amritsar,Sugarcane,20,173,Solar,18000,0.6,37368000.0,0.0,1
2016,Punjab,Jalandhar,Maize,21,78,Electric,4000,0.8,5241600.0,7862.400000000001,0
2017,Haryana,Karnal,Maize,4,120,Diesel,4000,1.0,1920000.0,5145.6,0
2020,Haryana,Rohtak,Sugarcane,39,137,Solar,18000,0.6,57704400.0,0.0,1
2022,Haryana,Hisar,Maize,8,130,Solar,4000,0.6,2496000.0,0.0,1
2023,Punjab,Ludhiana,Paddy,3,161,Diesel,15000,1.0,7245000.0,19416.600000000002,0
2017,Punjab,Bathinda,Wheat,40,133,Diesel,5000,1.0,26600000.0,71288.0,0
2019,Punjab,Jalandhar,Wheat,48,163,Diesel,5000,1.0,39120000.0,104841.6,0
2023,Punjab,Patiala,Mustard,23,155,Diesel,4500,1.0,16042500.0,42993.9,0
2017,Punjab,Ludhiana,Maize,28,72,Diesel,4000,1.0,8064000.0,21611.52,0
2020,Haryana,Gurgaon,Sugarcane,10,149,Diesel,18000,1.0,26820000.0,71877.6,0
2022,Haryana,Hisar,Wheat,21,141,Electric,5000,0.8,11844000.0,17766.0,0
2020,Haryana,Gurgaon,Cotton,24,134,Diesel,7000,1.0,22512000.0,60332.16,0
2018,Haryana,Panipat,Maize,5,147,Diesel,4000,1.0,2940000.0,7879.200000000001,0
2020,Haryana,Gurgaon,Mustard,22,137,Diesel,4500,1.0,13563000.0,36348.840000000004,0
2017,Haryana,Hisar,Sugarcane,4,122,Electric,18000,0.8,7027200.0,10540.8,0
2022,Punjab,Jalandhar,Cotton,36,93,Diesel,7000,1.0,23436000.0,62808.48,0
2021,Haryana,Rohtak,Cotton,32,80,Diesel,7000,1.0,17920000.0,48025.600000000006,0
2020,Haryana,Karnal,Maize,43,70,Electric,4000,0.8,9632000.0,14448.0,0
2018,Haryana,Gurgaon,Cotton,33,159,Diesel,7000,1.0,36729000.0,98433.72,0
2023,Punjab,Ludhiana,Sugarcane,22,78,Electric,18000,0.8,24710400.0,37065.600000000006,0
2023,Punjab,Patiala,Maize,48,110,Diesel,4000,1.0,21120000.0,56601.600000000006,0
2017,Haryana,Gurgaon,Mustard,26,172,Electric,4500,0.8,16099200.0,24148.800000000003,0
2023,Punjab,Bathinda,Cotton,13,64,Solar,7000,0.6,3494400.0,0.0,1
2020,Punjab,Patiala,Mustard,10,71,Solar,4500,0.6,1917000.0,0.0,1
2016,Haryana,Gurgaon,Cotton,41,176,Diesel,7000,1.0,50512000.0,135372.16,0
2016,Punjab,Ludhiana,Wheat,25,108,Diesel,5000,1.0,13500000.0,36180.0,0
2021,Punjab,Ludhiana,Mustard,18,164,Diesel,4500,1.0,13284000.0,35601.12,0
2017,Haryana,Panipat,Maize,24,139,Diesel,4000,1.0,13344000.0,35761.920000000006,0
2016,Punjab,Patiala,Sugarcane,30,106,Diesel,18000,1.0,57240000.0,153403.2,0
2019,Punjab,Jalandhar,Wheat,18,79,Diesel,5000,1.0,7110000.0,19054.800000000003,0
2022,Punjab,Amritsar,Paddy,26,134,Diesel,15000,1.0,52260000.0,140056.80000000002,0
2016,Haryana,Karnal,Cotton,32,154,Diesel,7000,1.0,34496000.0,92449.28,0
2023,Punjab,Patiala,Wheat,33,130,Diesel,5000,1.0,21450000.0,57486.0,0
2023,Punjab,Jalandhar,Wheat,6,70,Electric,5000,0.8,1680000.0,2520.0,0
2017,Haryana,Gurgaon,Wheat,28,71,Electric,5000,0.8,7952000.0,11928.0,0
2016,Haryana,Karnal,Cotton,31,141,Diesel,7000,1.0,30597000.0,81999.96,0
2023,Haryana,Panipat,Sugarcane,46,88,Electric,18000,0.8,58291200.0,87436.79999999999,0
2023,Punjab,Patiala,Paddy,2,115,Diesel,15000,1.0,3450000.0,9246.0,0
2020,Haryana,Rohtak,Sugarcane,39,90,Diesel,18000,1.0,63180000.0,169322.40000000002,0
2017,Punjab,Jalandhar,Cotton,17,154,Electric,7000,0.8,14660800.0,21991.199999999997,0
2023,Haryana,Rohtak,Wheat,5,136,Diesel,5000,1.0,3400000.0,9112.0,0
2020,Punjab,Patiala,Mustard,6,94,Diesel,4500,1.0,2538000.0,6801.84,0
2016,Punjab,Amritsar,Paddy,47,91,Diesel,15000,1.0,64155000.0,171935.40000000002,0
2017,Haryana,Gurgaon,Sugarcane,44,159,Diesel,18000,1.0,125928000.0,337487.04000000004,0
2016,Haryana,Panipat,Sugarcane,27,159,Diesel,18000,1.0,77274000.0,207094.32,0
2020,Haryana,Karnal,Sugarcane,20,168,Electric,18000,0.8,48384000.0,72576.0,0
2023,Punjab,Bathinda,Sugarcane,30,118,Electric,18000,0.8,50976000.0,76464.0,0
2018,Punjab,Amritsar,Paddy,38,72,Solar,15000,0.6,24624000.0,0.0,1
2016,Haryana,Panipat,Paddy,15,158,Solar,15000,0.6,21330000.0,0.0,1
2017,Haryana,Karnal,Maize,26,124,Electric,4000,0.8,10316800.0,15475.199999999999,0
2020,Punjab,Amritsar,Paddy,17,167,Diesel,15000,1.0,42585000.0,114127.8,0
2019,Punjab,Amritsar,Mustard,17,62,Electric,4500,0.8,3794400.0,5691.6,0
2022,Punjab,Patiala,Maize,35,100,Diesel,4000,1.0,14000000.0,37520.0,0
2016,Punjab,Amritsar,Wheat,46,109,Diesel,5000,1.0,25070000.0,67187.6,0
2019,Punjab,Jalandhar,Paddy,15,144,Solar,15000,0.6,19440000.0,0.0,1
2021,Haryana,Panipat,Wheat,49,79,Diesel,5000,1.0,19355000.0,51871.4,0
2021,Punjab,Bathinda,Paddy,21,86,Diesel,15000,1.0,27090000.0,72601.2,0
2016,Punjab,Ludhiana,Sugarcane,4,117,Electric,18000,0.8,6739200.0,10108.8,0
2020,Haryana,Rohtak,Mustard,31,112,Electric,4500,0.8,12499200.0,18748.800000000003,0
2017,Punjab,Patiala,Mustard,24,94,Diesel,4500,1.0,10152000.0,27207.36,0
2021,Punjab,Jalandhar,Mustard,12,168,Diesel,4500,1.0,9072000.0,24312.960000000003,0
2020,Punjab,Jalandhar,Paddy,46,144,Diesel,15000,1.0,99360000.0,266284.8,0
2016,Punjab,Bathinda,Paddy,22,78,Diesel,15000,1.0,25740000.0,68983.2,0
2016,Haryana,Gurgaon,Cotton,16,170,Electric,7000,0.8,15232000.0,22848.0,0
2022,Haryana,Hisar,Mustard,23,105,Electric,4500,0.8,8694000.0,13041.0,0
2021,Haryana,Karnal,Mustard,17,164,Electric,4500,0.8,10036800.0,15055.199999999999,0
2023,Haryana,Hisar,Wheat,26,66,Diesel,5000,1.0,8580000.0,22994.4,0
2019,Haryana,Gurgaon,Wheat,41,127,Diesel,5000,1.0,26035000.0,69773.8,0
2020,Haryana,Karnal,Cotton,29,104,Diesel,7000,1.0,21112000.0,56580.16,0
2019,Haryana,Rohtak,Maize,7,156,Electric,4000,0.8,3494400.0,5241.6,0
2021,Punjab,Jalandhar,Paddy,46,178,Diesel,15000,1.0,122820000.0,329157.60000000003,0
2018,Haryana,Karnal,Mustard,6,152,Diesel,4500,1.0,4104000.0,10998.720000000001,0
2019,Haryana,Karnal,Cotton,45,147,Electric,7000,0.8,37044000.0,55566.0,0
2021,Punjab,Bathinda,Mustard,36,150,Diesel,4500,1.0,24300000.0,65124.00000000001,0
2022,Haryana,Hisar,Paddy,2,168,Diesel,15000,1.0,5040000.0,13507.2,0
2020,Haryana,Hisar,Cotton,29,155,Diesel,7000,1.0,31465000.0,84326.20000000001,0
2018,Punjab,Amritsar,Wheat,19,91,Electric,5000,0.8,6916000.0,10374.0,0
2022,Haryana,Rohtak,Mustard,26,69,Electric,4500,0.8,6458400.0,9687.599999999999,0
2023,Haryana,Gurgaon,Mustard,11,94,Diesel,4500,1.0,4653000.0,12470.04,0
2022,Punjab,Amritsar,Cotton,49,94,Diesel,7000,1.0,32242000.0,86408.56000000001,0
2021,Haryana,Hisar,Mustard,49,109,Solar,4500,0.6,14420700.0,0.0,1
2020,Punjab,Jalandhar,Wheat,39,66,Electric,5000,0.8,10296000.0,15444.0,0
2018,Haryana,Karnal,Maize,24,87,Solar,4000,0.6,5011200.0,0.0,1
2023,Punjab,Patiala,Cotton,36,76,Electric,7000,0.8,15321600.0,22982.4,0
2016,Punjab,Amritsar,Sugarcane,11,128,Electric,18000,0.8,20275200.0,30412.800000000003,0
2017,Haryana,Karnal,Cotton,34,140,Diesel,7000,1.0,33320000.0,89297.6,0
2016,Haryana,Karnal,Mustard,33,151,Diesel,4500,1.0,22423500.0,60094.98,0
2023,Haryana,Hisar,Wheat,41,152,Solar,5000,0.6,18696000.0,0.0,1
2022,Haryana,Panipat,Mustard,25,158,Diesel,4500,1.0,17775000.0,47637.0,0
2021,Haryana,Hisar,Wheat,29,62,Diesel,5000,1.0,8990000.0,24093.2,0
2020,Haryana,Panipat,Sugarcane,48,89,Diesel,18000,1.0,76896000.0,206081.28,0
2022,Haryana,Karnal,Paddy,43,161,Diesel,15000,1.0,103845000.0,278304.60000000003,0
2019,Haryana,Rohtak,Sugarcane,5,154,Diesel,18000,1.0,13860000.0,37144.8,0
2016,Punjab,Patiala,Paddy,48,128,Diesel,15000,1.0,92160000.0,246988.80000000002,0
2018,Punjab,Ludhiana,Maize,18,142,Solar,4000,0.6,6134400.0,0.0,1
2018,Punjab,Bathinda,Cotton,12,128,Solar,7000,0.6,6451200.0,0.0,1
2023,Haryana,Rohtak,Paddy,48,109,Diesel,15000,1.0,78480000.0,210326.40000000002,0
2020,Punjab,Bathinda,Maize,39,154,Solar,4000,0.6,14414400.0,0.0,1
2021,Haryana,Karnal,Sugarcane,49,115,Diesel,18000,1.0,101430000.0,271832.4,0
2020,Haryana,Panipat,Maize,10,160,Diesel,4000,1.0,6400000.0,17152.0,0
2021,Haryana,Hisar,Mustard,3,99,Solar,4500,0.6,801900.0,0.0,1
2022,Punjab,Ludhiana,Maize,45,167,Diesel,4000,1.0,30060000.0,80560.8,0
2022,Haryana,Hisar,Mustard,11,123,Diesel,4500,1.0,6088500.0,16317.18,0
2016,Punjab,Amritsar,Wheat,28,151,Diesel,5000,1.0,21140000.0,56655.200000000004,0
2022,Punjab,Jalandhar,Sugarcane,2,94,Diesel,18000,1.0,3384000.0,9069.12,0
2020,Punjab,Amritsar,Cotton,46,147,Diesel,7000,1.0,47334000.0,126855.12000000001,0
2019,Punjab,Amritsar,Maize,4,146,Diesel,4000,1.0,2336000.0,6260.4800000000005,0
2022,Haryana,Panipat,Cotton,3,167,Electric,7000,0.8,2805600.0,4208.4,0
2017,Haryana,Gurgaon,Wheat,48,156,Diesel,5000,1.0,37440000.0,100339.20000000001,0
2021,Punjab,Amritsar,Sugarcane,8,172,Electric,18000,0.8,19814400.0,29721.600000000002,0
2020,Haryana,Rohtak,Mustard,35,147,Electric,4500,0.8,18522000.0,27783.0,0
2018,Haryana,Rohtak,Mustard,26,137,Diesel,4500,1.0,16029000.0,42957.72,0
2018,Haryana,Gurgaon,Maize,33,157,Diesel,4000,1.0,20724000.0,55540.32,0
2018,Haryana,Gurgaon,Mustard,2,64,Diesel,4500,1.0,576000.0,1543.68,0
2017,Punjab,Amritsar,Mustard,9,136,Diesel,4500,1.0,5508000.0,14761.44,0
2023,Punjab,Jalandhar,Cotton,49,153,Electric,7000,0.8,41983200.0,62974.799999999996,0
2021,Haryana,Rohtak,Cotton,23,135,Diesel,7000,1.0,21735000.0,58249.8,0
2022,Punjab,Jalandhar,Wheat,26,169,Diesel,5000,1.0,21970000.0,58879.600000000006,0
2020,Punjab,Jalandhar,Paddy,45,65,Diesel,15000,1.0,43875000.0,117585.0,0
2019,Punjab,Amritsar,Mustard,46,130,Diesel,4500,1.0,26910000.0,72118.8,0
2021,Punjab,Ludhiana,Wheat,31,68,Diesel,5000,1.0,10540000.0,28247.2,0
2017,Haryana,Rohtak,Wheat,3,145,Solar,5000,0.6,1305000.0,0.0,1
2022,Haryana,Karnal,Cotton,32,160,Diesel,7000,1.0,35840000.0,96051.20000000001,0
2021,Punjab,Bathinda,Paddy,23,121,Diesel,15000,1.0,41745000.0,111876.6,0
2018,Haryana,Hisar,Sugarcane,43,116,Diesel,18000,1.0,89784000.0,240621.12000000002,0
2018,Haryana,Hisar,Sugarcane,20,163,Diesel,18000,1.0,58680000.0,157262.40000000002,0
2020,Punjab,Bathinda,Mustard,27,137,Electric,4500,0.8,13316400.0,19974.6,0
2016,Punjab,Bathinda,Sugarcane,7,111,Diesel,18000,1.0,13986000.0,37482.48,0
2016,Punjab,Bathinda,Mustard,27,139,Diesel,4500,1.0,16888500.0,45261.18,0
2021,Punjab,Patiala,Wheat,12,148,Electric,5000,0.8,7104000.0,10656.0,0
2020,Punjab,Amritsar,Paddy,18,120,Diesel,15000,1.0,32400000.0,86832.0,0
2018,Haryana,Gurgaon,Sugarcane,42,101,Electric,18000,0.8,61084800.0,91627.20000000001,0
2018,Punjab,Amritsar,Mustard,37,72,Solar,4500,0.6,7192800.0,0.0,1
2021,Haryana,Karnal,Mustard,45,118,Electric,4500,0.8,19116000.0,28674.0,0
2019,Haryana,Hisar,Maize,7,82,Electric,4000,0.8,1836800.0,2755.2,0
2023,Punjab,Patiala,Wheat,43,106,Electric,5000,0.8,18232000.0,27348.0,0
2021,Punjab,Amritsar,Cotton,10,134,Diesel,7000,1.0,9380000.0,25138.4,0
2022,Haryana,Gurgaon,Cotton,43,148,Diesel,7000,1.0,44548000.0,119388.64000000001,0
2016,Haryana,Rohtak,Wheat,29,152,Diesel,5000,1.0,22040000.0,59067.200000000004,0
2019,Haryana,Panipat,Mustard,23,104,Electric,4500,0.8,8611200.0,12916.800000000001,0
2021,Haryana,Gurgaon,Sugarcane,2,137,Diesel,18000,1.0,4932000.0,13217.76,0
2019,Haryana,Rohtak,Wheat,45,106,Diesel,5000,1.0,23850000.0,63918.00000000001,0
2022,Punjab,Ludhiana,Maize,31,138,Electric,4000,0.8,13689600.0,20534.4,0
2020,Haryana,Panipat,Wheat,45,102,Diesel,5000,1.0,22950000.0,61506.00000000001,0
2019,Punjab,Patiala,Mustard,26,93,Solar,4500,0.6,6528600.0,0.0,1
2017,Haryana,Hisar,Mustard,19,92,Solar,4500,0.6,4719600.0,0.0,1
2021,Haryana,Rohtak,Wheat,28,103,Diesel,5000,1.0,14420000.0,38645.600000000006,0
2022,Haryana,Hisar,Wheat,36,124,Diesel,5000,1.0,22320000.0,59817.600000000006,0
2016,Punjab,Patiala,Cotton,44,65,Diesel,7000,1.0,20020000.0,53653.600000000006,0
2016,Punjab,Bathinda,Cotton,34,103,Electric,7000,0.8,19611200.0,29416.800000000003,0
2017,Punjab,Jalandhar,Mustard,17,90,Diesel,4500,1.0,6885000.0,18451.800000000003,0
2021,Punjab,Jalandhar,Wheat,35,125,Electric,5000,0.8,17500000.0,26250.0,0
2019,Haryana,Gurgaon,Wheat,37,146,Diesel,5000,1.0,27010000.0,72386.8,0
2021,Haryana,Hisar,Paddy,21,176,Diesel,15000,1.0,55440000.0,148579.2,0
2017,Punjab,Ludhiana,Cotton,34,136,Diesel,7000,1.0,32368000.0,86746.24,0
2016,Punjab,Amritsar,Cotton,38,122,Diesel,7000,1.0,32452000.0,86971.36,0
2018,Haryana,Gurgaon,Mustard,45,132,Electric,4500,0.8,21384000.0,32076.0,0
2022,Haryana,Hisar,Maize,23,93,Diesel,4000,1.0,8556000.0,22930.08,0
2021,Haryana,Panipat,Maize,7,113,Electric,4000,0.8,2531200.0,3796.7999999999997,0
2016,Punjab,Patiala,Paddy,41,130,Diesel,15000,1.0,79950000.0,214266.0,0
2016,Punjab,Jalandhar,Mustard,30,154,Diesel,4500,1.0,20790000.0,55717.200000000004,0
2017,Punjab,Patiala,Paddy,9,104,Diesel,15000,1.0,14040000.0,37627.200000000004,0
2023,Punjab,Bathinda,Sugarcane,13,116,Solar,18000,0.6,16286400.0,0.0,1
2020,Punjab,Ludhiana,Wheat,9,134,Electric,5000,0.8,4824000.0,7236.0,0
2020,Haryana,Karnal,Maize,28,102,Diesel,4000,1.0,11424000.0,30616.320000000003,0
2018,Haryana,Hisar,Mustard,22,176,Diesel,4500,1.0,17424000.0,46696.32,0
2019,Haryana,Rohtak,Maize,6,74,Diesel,4000,1.0,1776000.0,4759.68,0
2023,Haryana,Karnal,Paddy,39,96,Electric,15000,0.8,44928000.0,67392.0,0
2021,Punjab,Patiala,Wheat,45,103,Solar,5000,0.6,13905000.0,0.0,1
2017,Punjab,Ludhiana,Cotton,4,89,Diesel,7000,1.0,2492000.0,6678.56,0
2016,Haryana,Gurgaon,Mustard,41,138,Electric,4500,0.8,20368800.0,30553.199999999997,0
2017,Punjab,Patiala,Maize,9,159,Diesel,4000,1.0,5724000.0,15340.320000000002,0
2020,Punjab,Bathinda,Maize,4,143,Diesel,4000,1.0,2288000.0,6131.84,0
2018,Punjab,Ludhiana,Wheat,23,75,Diesel,5000,1.0,8625000.0,23115.0,0
2019,Punjab,Jalandhar,Sugarcane,16,85,Diesel,18000,1.0,24480000.0,65606.40000000001,0
2021,Punjab,Ludhiana,Maize,6,95,Electric,4000,0.8,1824000.0,2736.0,0
2017,Punjab,Bathinda,Paddy,27,102,Electric,15000,0.8,33048000.0,49572.0,0
2020,Punjab,Jalandhar,Sugarcane,42,101,Electric,18000,0.8,61084800.0,91627.20000000001,0
2018,Punjab,Patiala,Wheat,28,136,Diesel,5000,1.0,19040000.0,51027.200000000004,0
2018,Punjab,Jalandhar,Sugarcane,14,172,Electric,18000,0.8,34675200.0,52012.799999999996,0
2021,Haryana,Karnal,Sugarcane,48,130,Diesel,18000,1.0,112320000.0,301017.60000000003,0
2020,Haryana,Gurgaon,Cotton,14,85,Diesel,7000,1.0,8330000.0,22324.4,0
2021,Haryana,Rohtak,Mustard,38,66,Diesel,4500,1.0,11286000.0,30246.480000000003,0
2017,Punjab,Ludhiana,Mustard,8,121,Electric,4500,0.8,3484800.0,5227.200000000001,0
2016,Punjab,Amritsar,Cotton,35,150,Electric,7000,0.8,29400000.0,44100.0,0
2019,Haryana,Gurgaon,Sugarcane,21,162,Solar,18000,0.6,36741600.0,0.0,1
2019,Haryana,Rohtak,Wheat,25,135,Electric,5000,0.8,13500000.0,20250.0,0
2019,Haryana,Rohtak,Paddy,30,148,Solar,15000,0.6,39960000.0,0.0,1
2019,Punjab,Patiala,Paddy,49,123,Diesel,15000,1.0,90405000.0,242285.40000000002,0
2021,Haryana,Panipat,Mustard,15,62,Diesel,4500,1.0,4185000.0,11215.800000000001,0
2022,Haryana,Hisar,Cotton,36,96,Solar,7000,0.6,14515200.0,0.0,1
2021,Haryana,Gurgaon,Sugarcane,11,175,Diesel,18000,1.0,34650000.0,92862.0,0
2023,Punjab,Patiala,Sugarcane,47,128,Diesel,18000,1.0,108288000.0,290211.84,0
2023,Haryana,Hisar,Cotton,49,86,Electric,7000,0.8,23598400.0,35397.600000000006,0
2019,Punjab,Amritsar,Cotton,11,123,Diesel,7000,1.0,9471000.0,25382.280000000002,0
2018,Punjab,Jalandhar,Cotton,32,63,Diesel,7000,1.0,14112000.0,37820.16,0
2016,Punjab,Ludhiana,Paddy,12,130,Electric,15000,0.8,18720000.0,28080.0,0
2020,Haryana,Panipat,Cotton,24,96,Diesel,7000,1.0,16128000.0,43223.04,0
2016,Haryana,Gurgaon,Wheat,15,144,Electric,5000,0.8,8640000.0,12960.0,0
2018,Haryana,Panipat,Sugarcane,32,76,Diesel,18000,1.0,43776000.0,117319.68000000001,0
2016,Punjab,Patiala,Wheat,46,71,Diesel,5000,1.0,16330000.0,43764.4,0
2016,Punjab,Jalandhar,Paddy,12,60,Electric,15000,0.8,8640000.0,12960.0,0
2018,Haryana,Hisar,Paddy,21,174,Diesel,15000,1.0,54810000.0,146890.80000000002,0
2022,Haryana,Panipat,Mustard,19,109,Diesel,4500,1.0,9319500.0,24976.260000000002,0
2022,Haryana,Hisar,Mustard,41,71,Electric,4500,0.8,10479600.0,15719.400000000001,0
2017,Punjab,Jalandhar,Wheat,37,176,Diesel,5000,1.0,32560000.0,87260.8,0
2019,Haryana,Rohtak,Mustard,42,164,Diesel,4500,1.0,30996000.0,83069.28,0
2022,Punjab,Jalandhar,Sugarcane,28,101,Diesel,18000,1.0,50904000.0,136422.72,0
2017,Haryana,Karnal,Mustard,2,149,Diesel,4500,1.0,1341000.0,3593.88,0
2022,Punjab,Amritsar,Cotton,11,159,Electric,7000,0.8,9794400.0,14691.599999999999,0
2022,Haryana,Panipat,Mustard,17,160,Diesel,4500,1.0,12240000.0,32803.200000000004,0
2021,Punjab,Ludhiana,Paddy,30,98,Diesel,15000,1.0,44100000.0,118188.0,0
2022,Haryana,Hisar,Sugarcane,25,134,Diesel,18000,1.0,60300000.0,161604.0,0
2016,Haryana,Karnal,Paddy,21,163,Diesel,15000,1.0,51345000.0,137604.6,0
2018,Punjab,Ludhiana,Sugarcane,44,80,Diesel,18000,1.0,63360000.0,169804.80000000002,0
2019,Punjab,Ludhiana,Paddy,40,135,Electric,15000,0.8,64800000.0,97200.0,0
2019,Punjab,Amritsar,Paddy,40,64,Diesel,15000,1.0,38400000.0,102912.0,0
2021,Punjab,Jalandhar,Sugarcane,43,161,Electric,18000,0.8,99691200.0,149536.8,0
2018,Punjab,Amritsar,Cotton,17,133,Diesel,7000,1.0,15827000.0,42416.36,0
2019,Haryana,Panipat,Maize,34,64,Electric,4000,0.8,6963200.0,10444.8,0
2018,Haryana,Rohtak,Mustard,12,66,Diesel,4500,1.0,3564000.0,9551.52,0
2016,Haryana,Rohtak,Mustard,8,151,Solar,4500,0.6,3261600.0,0.0,1
2021,Haryana,Hisar,Mustard,24,99,Diesel,4500,1.0,10692000.0,28654.56,0
2019,Haryana,Rohtak,Sugarcane,21,88,Electric,18000,0.8,26611200.0,39916.8,0
2021,Haryana,Hisar,Mustard,23,90,Solar,4500,0.6,5589000.0,0.0,1
2019,Haryana,Rohtak,Wheat,48,147,Diesel,5000,1.0,35280000.0,94550.40000000001,0
2018,Punjab,Amritsar,Wheat,28,85,Diesel,5000,1.0,11900000.0,31892.000000000004,0
2018,Punjab,Bathinda,Wheat,4,140,Diesel,5000,1.0,2800000.0,7504.0,0
2020,Haryana,Rohtak,Maize,46,116,Diesel,4000,1.0,21344000.0,57201.920000000006,0
2019,Haryana,Rohtak,Maize,36,144,Diesel,4000,1.0,20736000.0,55572.48,0
2019,Punjab,Amritsar,Paddy,8,141,Diesel,15000,1.0,16920000.0,45345.600000000006,0
2023,Haryana,Hisar,Sugarcane,31,154,Diesel,18000,1.0,85932000.0,230297.76,0
2018,Punjab,Bathinda,Maize,35,102,Electric,4000,0.8,11424000.0,17136.0,0
2021,Haryana,Karnal,Paddy,13,111,Electric,15000,0.8,17316000.0,25974.0,0
2020,Haryana,Rohtak,Cotton,14,83,Diesel,7000,1.0,8134000.0,21799.120000000003,0
2019,Haryana,Gurgaon,Maize,39,139,Diesel,4000,1.0,21684000.0,58113.12,0
2021,Punjab,Bathinda,Maize,47,148,Diesel,4000,1.0,27824000.0,74568.32,0
2022,Haryana,Rohtak,Wheat,16,146,Diesel,5000,1.0,11680000.0,31302.4,0
2020,Haryana,Panipat,Maize,21,147,Diesel,4000,1.0,12348000.0,33092.64,0
2023,Haryana,Karnal,Maize,34,173,Electric,4000,0.8,18822400.0,28233.600000000002,0
2021,Punjab,Ludhiana,Cotton,14,140,Electric,7000,0.8,10976000.0,16464.0,0
2018,Punjab,Ludhiana,Maize,31,127,Electric,4000,0.8,12598400.0,18897.6,0
2017,Punjab,Bathinda,Wheat,35,156,Diesel,5000,1.0,27300000.0,73164.0,0
2021,Punjab,Jalandhar,Cotton,27,151,Diesel,7000,1.0,28539000.0,76484.52,0
2023,Punjab,Amritsar,Wheat,28,75,Diesel,5000,1.0,10500000.0,28140.0,0
2023,Haryana,Panipat,Mustard,7,102,Diesel,4500,1.0,3213000.0,8610.84,0
2020,Haryana,Gurgaon,Paddy,9,66,Electric,15000,0.8,7128000.0,10692.0,0
2018,Haryana,Gurgaon,Mustard,26,136,Electric,4500,0.8,12729600.0,19094.4,0
2016,Haryana,Rohtak,Cotton,29,167,Diesel,7000,1.0,33901000.0,90854.68000000001,0
2019,Haryana,Karnal,Mustard,45,139,Solar,4500,0.6,16888500.0,0.0,1
2019,Punjab,Jalandhar,Sugarcane,43,96,Solar,18000,0.6,44582400.0,0.0,1
2016,Haryana,Karnal,Mustard,19,133,Diesel,4500,1.0,11371500.0,30475.620000000003,0
2017,Haryana,Rohtak,Maize,13,72,Diesel,4000,1.0,3744000.0,10033.92,0
2017,Haryana,Rohtak,Cotton,22,110,Diesel,7000,1.0,16940000.0,45399.200000000004,0
2020,Punjab,Amritsar,Wheat,15,154,Electric,5000,0.8,9240000.0,13860.0,0
2017,Punjab,Ludhiana,Paddy,47,81,Diesel,15000,1.0,57105000.0,153041.40000000002,0
2020,Haryana,Rohtak,Maize,29,105,Electric,4000,0.8,9744000.0,14616.0,0
2016,Punjab,Amritsar,Maize,21,106,Electric,4000,0.8,7123200.0,10684.8,0
2023,Punjab,Ludhiana,Wheat,4,90,Diesel,5000,1.0,1800000.0,4824.0,0
2023,Haryana,Rohtak,Paddy,35,130,Diesel,15000,1.0,68250000.0,182910.0,0
2020,Punjab,Bathinda,Wheat,46,164,Diesel,5000,1.0,37720000.0,101089.6,0
2017,Haryana,Hisar,Sugarcane,23,178,Diesel,18000,1.0,73692000.0,197494.56,0
2021,Haryana,Karnal,Wheat,3,90,Diesel,5000,1.0,1350000.0,3618.0,0
2019,Punjab,Ludhiana,Maize,14,133,Diesel,4000,1.0,7448000.0,19960.64,0
2022,Haryana,Rohtak,Paddy,36,63,Solar,15000,0.6,20412000.0,0.0,1
2023,Punjab,Bathinda,Paddy,3,104,Solar,15000,0.6,2808000.0,0.0,1
2023,Punjab,Patiala,Cotton,35,62,Solar,7000,0.6,9114000.0,0.0,1
2019,Punjab,Amritsar,Mustard,48,156,Diesel,4500,1.0,33696000.0,90305.28,0
2016,Haryana,Gurgaon,Maize,11,160,Electric,4000,0.8,5632000.0,8448.0,0
2021,Haryana,Karnal,Maize,14,92,Electric,4000,0.8,4121600.0,6182.400000000001,0
2023,Punjab,Amritsar,Paddy,42,169,Diesel,15000,1.0,106470000.0,285339.60000000003,0
2022,Haryana,Gurgaon,Wheat,48,74,Diesel,5000,1.0,17760000.0,47596.8,0
2019,Haryana,Hisar,Mustard,22,68,Solar,4500,0.6,4039200.0,0.0,1
2021,Haryana,Karnal,Maize,29,61,Diesel,4000,1.0,7076000.0,18963.68,0
2016,Haryana,Rohtak,Wheat,17,160,Electric,5000,0.8,10880000.0,16320.0,0
